ticker,name,market,date,fw120,ex_idx,mom12_1,mom63,nh252,dlow252,beta60,rv21_pct,size_pct,amt20_pct,dsh,range120_pct,mdd_path,R1_pct
458870,씨어스,KOSDAQ,20250514,4.975823747319166,4.769831084716708,,0.11398078975453574,-0.15413290113452183,0.82418734708144,1.309659968723297,0.5546345139412208,0.4431047475508666,0.18764129615674455,,0.6715384615384615,-0.1548387096774193,
475830,오름테라퓨틱,KOSDAQ,20250704,4.958115183246074,4.743447762954729,,-0.32523020257826885,,,1.7326636986670407,0.6788273615635179,0.6618892508143323,0.7270358306188925,,0.8333333333333334,-0.11702127659574468,
159010,아스플로,KOSDAQ,20260330,4.536723163841808,4.734283003825084,0.1667726995114006,0.11982570806100212,-0.24076809453471193,0.4834054834054835,0.813210196113969,0.5540626999360204,0.08893154190658989,0.07485604606525911,26.0,0.5795235028976176,-0.5180616740088106,0.5162144275314361
448900,한국피아이엠,KOSDAQ,20250722,4.929339477726574,4.729219019493623,-0.3864222635370672,-0.3307125307125307,-0.5757009345794393,0.03969465648854964,1.1163627330350594,0.22349763673193787,0.14044564483457123,0.5293720459149224,295.0,0.7990430622009569,-0.3452914798206278,0.17760342368045648
049630,재영솔루텍,KOSDAQ,20250715,4.887611749680715,4.719248108840067,0.29097744360902256,0.15959004392386533,-0.14470842332613387,0.32000000000000006,0.4980177152258253,0.18533333333333332,0.168,0.015333333333333332,55.0,0.3836265223274696,-0.2502262443438914,0.5172656800563777
030530,원익홀딩스,KOSDAQ,20250630,4.879478827361564,4.711640323909856,0.50298280353301,0.31017964071856285,-0.1076672104404568,1.5324074074074074,1.8291663054582163,0.7972531066056245,0.6756049705689994,0.9117069980379333,17.0,0.9115691489361702,-0.3282208588957055,0.9714881780250347
108490,로보티즈,KOSDAQ,20250415,4.949351750878469,4.711477882674609,0.4415412292551685,0.12704040674337702,-0.1829975024853907,1.1345581248020271,1.3249865439825335,0.6622976098689283,0.7131842713955281,0.8689282960678488,51.0,0.8956521739130435,-0.1906074020537838,0.9587458745874587
003060,에이프로젠바이오로직스,KOSPI,20260316,4.960431654676259,4.710247273205178,-0.21044698243376436,-0.5409015025041737,-0.6617466174661746,0.011029411764705843,0.3050478557704283,0.34673659673659674,0.0005827505827505828,0.3758741258741259,,0.8355842630651791,-0.6750980392156862,0.11559301625526791
069540,빛과전자,KOSDAQ,20251128,4.832147937411095,4.6937559514617035,-0.2709062003179651,-0.3314285714285714,-0.5882697947214076,0.026315789473684292,-0.022109666558087073,0.7262996941896025,0.10779816513761468,0.40672782874617736,,0.8405238828967643,-0.5133806663025668,0.0712
007460,에이프로젠,KOSPI,20260323,4.8982035928143715,4.68861288931126,-0.24153297682709451,-0.5859375,-0.6505494505494506,0.06000000000000005,0.7171192225661241,0.9363363363363363,0.0024024024024024023,0.7117117117117117,,0.9154589371980676,-0.7085798816568047,0.304590570719603
