rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
312,042700,KOSPI,2.544,1212,1.423,200.0,한미반도체,기계·장비,OBSERVE,21.59,0.0731,-44.7,205.0,-10.7,4161.5,1491.9,3398.1,-3714.8,-9250.7,0,0
313,006405,KOSPI,2.541,1212,1.395,222.0,삼성SDI우,,,0.33,0.0443,-43.6,134.2,-11.2,21.1,1.9,2.0,-0.3,-2.7,0,0
314,089030,KOSDAQ,2.535,1212,1.447,183.0,테크윙,기계·장비,WATCH,1.71,0.0627,-35.2,66.0,-6.6,1958.3,-355.4,-13.5,35.1,260.8,0,0
315,290550,KOSDAQ,2.534,1212,1.602,91.0,디케이티,반도체·전자부품,,0.42,0.059,-36.2,246.2,0.7,85.1,-86.8,-1.0,97.0,141.1,0,0
316,006340,KOSPI,2.534,1212,1.724,46.0,대원전선,전기장비,,1.0,0.092,-29.0,238.5,30.7,1641.7,-44.9,-493.0,14.9,18.6,0,0
317,003555,KOSPI,2.53,1212,1.346,265.0,LG우,,,0.2,0.0351,-27.0,12.6,-5.1,9.1,0.5,-32.7,-0.1,0.3,0,0
318,006120,KOSPI,2.529,1212,1.059,572.0,SK디스커버리,금융(은행),,0.86,0.0382,-27.3,-19.1,15.1,25.5,-17.2,-62.2,3.5,16.8,0,0
319,094170,KOSDAQ,2.529,1212,1.412,210.0,동운아나텍,반도체·전자부품,WATCH,0.68,0.0545,-41.1,108.9,-6.3,39.1,-5.6,7.1,0.0,-16.5,0,0
320,016380,KOSPI,2.528,1212,1.072,556.0,KG스틸,철강·1차금속,WAIT,0.52,0.035,-30.0,-14.4,2.7,24.4,-21.2,-77.6,9.5,58.1,0,0
321,094840,KOSDAQ,2.528,1212,1.583,102.0,슈프리마에이치큐,반도체·전자부품,,0.12,0.0384,-5.2,22.1,33.9,5.8,8.4,11.8,2.6,16.6,0,0
322,439260,KOSPI,2.527,1212,0.844,802.0,대한조선,조선·기타운송,WAIT,1.98,0.0318,-52.1,,-13.3,45.7,9.6,-35.6,15.1,25.6,0,0
323,078520,KOSPI,2.527,1212,1.363,250.0,에이블씨엔씨,화학,,0.27,0.0402,-35.0,39.7,0.5,6.7,3.8,14.4,1.7,-14.9,0,0
324,263750,KOSDAQ,2.524,1212,0.796,842.0,펄어비스,출판·SW,WAIT,2.29,0.0293,-49.4,-5.7,-5.5,155.7,29.7,62.6,62.1,194.0,0,0
325,035600,KOSDAQ,2.514,1212,1.064,568.0,KG이니시스,출판·SW,,0.26,0.0202,-25.7,-20.9,4.5,8.2,9.0,-2.0,-2.0,-10.1,0,0
326,010780,KOSPI,2.513,1212,1.285,322.0,아이에스동서,비금속광물(시멘트·유리),WAIT,0.68,0.0484,-32.7,17.3,-7.4,20.9,3.0,30.0,-6.8,-32.6,0,0
327,181710,KOSPI,2.513,1212,1.346,268.0,NHN,출판·SW,,1.21,0.056,-37.9,48.9,-17.8,64.5,7.3,15.2,2.2,-126.8,0,0
328,000370,KOSPI,2.507,1212,1.132,484.0,한화손해보험,,,0.69,0.0412,-36.3,5.4,5.9,39.3,-10.4,45.7,8.3,52.0,0,0
329,456040,KOSPI,2.506,1212,1.437,191.0,OCI,화학,WAIT,0.82,0.0594,-38.9,99.8,-14.3,72.3,-18.7,76.6,9.0,-48.9,0,0
330,499790,KOSPI,2.506,1212,1.267,333.0,GS피앤엘,금융(은행),WAIT,0.78,0.0495,-39.1,34.5,-11.0,61.8,-25.7,40.7,41.2,-61.3,0,0
331,098460,KOSDAQ,2.502,1212,1.498,154.0,고영,기계·장비,OBSERVE,1.94,0.0713,-34.6,86.7,2.3,894.8,-5.1,103.0,-25.0,71.6,0,0
332,044450,KOSPI,2.5,1212,1.18,437.0,KSS해운,운수·물류,,0.22,0.0276,-30.8,-1.5,2.6,5.7,2.9,-9.6,-0.9,-9.7,0,0
333,108670,KOSPI,2.499,1212,1.312,294.0,LX하우시스,고무·플라스틱,,0.3,0.0408,-22.2,0.0,8.4,7.3,2.2,7.0,4.5,4.7,0,0
334,103590,KOSPI,2.498,1212,1.256,345.0,일진전기,전기장비,WAIT,3.42,0.0576,-50.2,141.7,-3.4,314.9,-436.0,-754.2,171.4,-20.1,0,0
335,264900,KOSPI,2.497,1212,1.316,289.0,크라운제과,식료품,,0.1,0.0185,-13.6,-8.5,4.6,9.7,1.2,5.3,4.1,11.8,0,0
336,437730,KOSDAQ,2.496,1212,1.326,283.0,삼현,자동차·부품,WATCH,1.17,0.0557,-49.5,220.0,-12.5,93.4,-20.6,-157.4,42.9,361.8,0,0
337,002840,KOSPI,2.495,1212,0.943,699.0,미원상사,화학,,0.57,0.0299,-29.4,-29.1,1.7,6.8,-0.3,-0.9,1.8,3.2,0,0
338,307950,KOSPI,2.495,1212,1.424,198.0,현대오토에버,출판·SW,OBSERVE,13.56,0.0757,-47.3,355.1,-34.2,853.1,34.9,894.5,62.7,-966.6,0,0
339,108490,KOSDAQ,2.494,1212,1.479,165.0,로보티즈,기계·장비,WATCH,3.31,0.0753,-44.3,334.8,-22.1,590.9,-249.4,-143.5,17.9,-278.5,0,0
340,005090,KOSPI,2.493,1212,1.423,202.0,SGC에너지,전력·가스,WATCH,0.6,0.0564,-38.8,86.3,-10.2,46.0,12.4,62.0,-0.2,-11.1,0,0
341,015750,KOSDAQ,2.491,1212,1.028,612.0,성우하이텍,자동차·부품,WAIT,0.49,0.0334,-45.8,14.1,-2.5,26.8,7.8,10.2,3.6,-8.8,0,0
342,001540,KOSDAQ,2.491,1212,1.66,65.0,안국약품,제약·바이오,,0.13,0.0465,-10.1,43.7,-2.3,9.1,0.6,-4.2,-0.0,-0.0,0,0
343,298020,KOSPI,2.489,1212,1.089,539.0,효성티앤씨,화학,WAIT,1.21,0.0436,-47.7,32.0,-10.7,70.9,10.4,198.6,-15.3,-239.5,0,0
344,105330,KOSDAQ,2.487,1212,1.518,134.0,케이엔더블유,자동차·부품,EXCLUDE,0.11,0.0368,-34.0,93.4,-21.2,7.5,3.7,5.4,0.5,0.5,0,0
345,039830,KOSDAQ,2.487,1212,1.813,20.0,오로라,전문서비스,,0.24,0.0651,-13.4,126.9,32.9,17.4,2.1,14.5,3.6,-7.2,0,0
346,000210,KOSPI,2.485,1212,1.136,477.0,DL,화학,WATCH,0.96,0.0451,-40.5,14.3,-0.9,47.9,-2.0,122.2,10.3,-113.1,0,0
347,097955,KOSPI,2.483,1212,1.16,455.0,CJ제일제당우,,,0.16,0.0138,-20.4,-17.5,1.8,7.9,-1.9,4.4,0.2,-13.4,0,0
348,476060,KOSDAQ,2.481,1212,1.196,418.0,온코닉테라퓨틱스,지주·전문서비스,,0.54,0.0433,-54.6,182.6,-20.3,35.9,8.9,74.3,1.7,-32.4,0,0
349,007810,KOSPI,2.479,1212,1.453,177.0,코리아써키트,반도체·전자부품,OBSERVE,1.8,0.0682,-47.1,924.4,-28.9,440.1,108.5,123.0,-307.8,-304.6,0,0
350,003090,KOSPI,2.477,1212,0.808,833.0,대웅,제약·바이오,,1.02,0.0279,-40.0,-23.1,6.0,11.3,-0.7,-5.1,7.4,10.8,0,0
351,102710,KOSDAQ,2.475,1212,1.267,334.0,이엔에프테크놀로지,화학,OBSERVE,0.58,0.048,-35.0,18.4,4.5,66.6,8.0,38.1,-37.7,-4.6,0,0
352,002450,KOSPI,2.474,1212,1.338,273.0,삼익악기,기타제조,WATCH,0.1,0.0244,-17.9,-2.3,-7.4,6.1,1.7,-1.4,-0.0,-1.6,0,0
353,122990,KOSDAQ,2.473,1212,1.289,312.0,와이솔,반도체·전자부품,OBSERVE,0.17,0.0316,-27.9,6.7,-6.3,7.6,-3.0,-7.8,1.9,19.3,0,0
354,200880,KOSPI,2.472,1212,1.162,453.0,서연이화,자동차·부품,BUY,0.31,0.0356,-31.9,-0.7,-1.1,11.9,5.3,-7.3,-2.0,-11.0,0,0
355,090435,KOSPI,2.472,1212,0.98,659.0,아모레퍼시픽우,,,0.42,0.0285,-29.4,-24.2,12.7,9.0,6.7,28.8,8.0,-18.6,0,0
356,005950,KOSPI,2.471,1212,1.729,44.0,이수화학,화학,,0.35,0.0698,-20.4,105.7,21.0,156.8,-73.7,-66.8,87.9,171.6,0,0
357,036890,KOSDAQ,2.469,1212,1.331,277.0,진성티이씨,기계·장비,,0.31,0.044,-31.6,21.3,11.3,17.6,-3.1,-33.1,10.6,49.6,0,0
358,006360,KOSPI,2.467,1212,1.411,212.0,GS건설,건설,,2.62,0.0688,-29.0,26.2,19.5,565.3,116.2,493.8,243.4,-342.2,0,0
359,140410,KOSDAQ,2.465,1212,0.839,808.0,메지온,지주·전문서비스,EXCLUDE,1.81,0.0349,-65.4,51.7,0.3,59.7,-33.1,5.1,-3.0,-26.4,0,0
360,003470,KOSPI,2.462,1212,1.285,318.0,유안타증권,,,0.92,0.0536,-39.0,38.9,1.7,33.2,4.5,41.7,-6.7,-74.7,0,0
361,170900,KOSPI,2.459,1212,0.954,689.0,동아에스티,제약·바이오,,0.35,0.024,-35.6,-16.2,-0.3,6.4,6.6,13.0,-1.2,-19.5,0,0
362,011760,KOSPI,2.456,1212,1.086,543.0,현대코퍼레이션,도매,WATCH,0.31,0.0324,-28.3,-16.0,-1.3,7.3,2.8,-1.8,-1.8,4.9,0,0
363,003160,KOSPI,2.454,1212,1.396,221.0,디아이,의료·정밀·광학,WATCH,0.67,0.058,-38.5,66.9,1.5,102.6,-27.8,75.1,-2.8,-167.1,0,0
364,306200,KOSPI,2.452,1212,1.1,524.0,세아제강,철강·1차금속,WATCH,0.36,0.0356,-30.3,-11.3,-9.6,16.3,1.8,-2.8,12.6,36.4,0,0
365,319400,KOSDAQ,2.447,1212,1.365,245.0,현대무벡스,기계·장비,WATCH,2.54,0.0662,-50.8,546.5,-31.0,516.4,-130.9,-614.4,32.7,1341.9,0,0
366,251270,KOSPI,2.446,1212,0.668,921.0,넷마블,출판·SW,WATCH,3.14,0.0281,-43.7,-31.3,-4.4,95.1,54.8,-43.6,-30.7,-13.5,0,0
367,034230,KOSPI,2.445,1212,0.969,677.0,파라다이스,예술·스포츠,WAIT,1.21,0.0397,-44.7,4.3,-11.6,104.1,-46.3,-13.7,13.5,44.6,0,0
368,009160,KOSPI,2.444,1212,1.215,394.0,SIMPAC,철강·1차금속,,0.32,0.0396,-27.2,-4.8,8.0,6.9,-3.9,-8.9,-1.2,-1.9,0,0
369,489790,KOSPI,2.443,1212,1.159,457.0,한화비전,반도체·전자부품,WATCH,2.49,0.0531,-46.7,45.0,-23.6,266.8,71.2,352.1,-78.4,-416.7,0,0
370,151860,KOSDAQ,2.442,1212,1.114,507.0,KG에코솔루션,자동차·부품,,0.27,0.0323,-23.4,-19.4,19.1,14.2,-3.9,-34.2,0.6,1.3,0,0
371,058610,KOSDAQ,2.439,1212,1.29,310.0,에스피지,전기장비,WAIT,1.68,0.0588,-52.0,260.1,-20.8,170.2,-4.8,404.3,45.7,-120.4,0,0
372,054950,KOSDAQ,2.436,1212,0.973,669.0,제이브이엠,기계·장비,,0.27,0.0194,-35.1,-15.5,2.6,6.0,2.3,34.9,-0.1,-15.6,0,0
373,178920,KOSPI,2.435,1212,1.231,381.0,PI첨단소재,고무·플라스틱,WAIT,0.57,0.048,-38.1,23.5,-3.8,20.7,5.2,93.2,0.9,-35.1,0,0
374,366030,KOSDAQ,2.433,1212,1.454,176.0,나인앤컴퍼니,의복,,0.13,0.0377,-18.4,13.3,21.1,6.4,0.4,-0.5,0.0,0.0,0,0
375,008930,KOSPI,2.43,1212,0.751,871.0,한미사이언스,금융(은행),,2.15,0.0329,-39.3,-31.6,10.7,30.3,-42.0,-23.5,36.6,13.7,0,0
376,003620,KOSPI,2.43,1212,0.954,688.0,KG모빌리티,자동차·부품,WATCH,0.58,0.0354,-35.1,-16.7,1.9,19.8,-2.1,-40.7,-3.9,-0.4,0,0
377,265520,KOSDAQ,2.428,1212,1.384,230.0,AP시스템,기계·장비,WAIT,0.31,0.049,-31.0,28.6,0.7,16.2,-5.2,5.9,-4.2,2.2,0,0
378,317400,KOSPI,2.427,1212,1.391,224.0,자이에스앤디,부동산,,0.18,0.0403,-9.3,-2.3,37.5,7.7,1.3,-4.2,10.1,14.3,0,0
379,006650,KOSPI,2.426,1212,1.246,365.0,대한유화,화학,WAIT,0.72,0.0519,-41.5,40.7,-0.3,40.3,-6.6,-13.0,4.2,57.5,0,0
380,009830,KOSPI,2.426,1212,1.123,500.0,한화솔루션,화학,EXCLUDE,5.41,0.0552,-43.0,18.9,-4.0,686.8,-480.1,-707.2,-58.3,-499.1,0,0
381,001790,KOSPI,2.425,1212,1.104,521.0,대한제당,식료품,,0.21,0.0263,-28.1,-14.2,1.5,9.0,7.8,-3.3,-0.2,-8.1,0,0
382,298050,KOSPI,2.425,1212,0.965,681.0,HS효성첨단소재,화학,WAIT,0.71,0.0372,-42.6,-3.2,-14.8,25.9,-11.2,-13.3,-2.1,-25.7,0,0
383,000990,KOSPI,2.425,1212,1.364,247.0,DB하이텍,반도체·전자부품,WATCH,4.91,0.073,-48.8,269.8,-28.9,1468.2,2889.9,759.9,-3303.2,-222.9,0,0
384,085660,KOSDAQ,2.424,1212,0.791,845.0,차바이오텍,제약·바이오,EXCLUDE,0.97,0.0306,-56.1,11.0,-6.7,39.6,-14.6,6.8,17.0,22.7,0,0
385,009240,KOSPI,2.422,1212,0.844,801.0,한샘,도매,,0.8,0.0328,-33.5,-33.4,19.8,18.9,-14.6,-49.0,33.6,80.4,0,0
386,195870,KOSPI,2.422,1212,1.446,185.0,해성디에스,반도체·전자부품,OBSERVE,0.99,0.0674,-43.1,183.9,-12.3,172.9,148.3,279.7,-190.8,-434.0,0,0
387,017960,KOSPI,2.421,1212,0.995,646.0,한국카본,금속가공,WATCH,1.32,0.0431,-51.1,27.2,-13.7,104.0,15.6,-126.6,-9.5,73.4,0,0
388,031330,KOSDAQ,2.42,1212,1.577,104.0,에스에이엠티,도매,WATCH,1.12,0.0838,-40.3,433.1,-27.3,221.6,-7.5,-43.8,8.7,41.6,0,0
389,099190,KOSDAQ,2.417,1212,1.002,641.0,아이센스,의료·정밀·광학,,0.45,0.0353,-41.7,0.7,1.2,8.8,-0.8,-28.6,1.2,23.2,0,0
390,049070,KOSDAQ,2.416,1212,1.279,326.0,인탑스,반도체·전자부품,OBSERVE,0.29,0.0431,-28.4,6.6,-5.3,31.0,-9.1,-12.5,27.3,71.5,0,0
391,102460,KOSPI,2.415,1212,1.131,487.0,이연제약,제약·바이오,,0.19,0.0268,-26.7,-13.5,0.9,5.2,4.3,1.1,0.0,-0.5,0,0
392,000100,KOSPI,2.411,1212,0.611,972.0,유한양행,제약·바이오,WATCH,5.54,0.029,-48.7,-24.5,-3.9,223.6,25.8,85.0,79.8,24.5,0,0
393,005880,KOSPI,2.409,1212,1.236,376.0,대한해운,운수·물류,BUY,0.62,0.0509,-37.8,22.7,1.6,59.1,23.8,52.3,-8.4,-0.8,0,0
394,114090,KOSPI,2.406,1212,0.814,824.0,GKL,예술·스포츠,OBSERVE,0.64,0.0284,-40.9,-20.6,-10.4,41.0,-23.5,32.2,2.0,-105.6,0,0
395,012030,KOSPI,2.404,1212,1.307,299.0,DB,IT서비스,OBSERVE,0.31,0.0462,-35.3,28.4,-9.9,14.2,-2.7,20.8,-0.4,-6.9,0,0
396,003200,KOSPI,2.401,1212,1.294,309.0,일신방직,섬유,,0.29,0.0444,-20.0,-6.2,33.1,20.1,4.5,-3.6,0.3,0.2,0,0
397,145020,KOSDAQ,2.398,1212,0.788,849.0,휴젤,제약·바이오,,3.02,0.0375,-36.7,-33.2,7.7,145.3,-58.3,81.2,87.0,55.5,0,0
398,009290,KOSPI,2.396,1212,0.976,663.0,광동제약,제약·바이오,,0.31,0.0281,-44.7,5.4,1.2,12.5,0.7,-31.1,1.9,0.6,0,0
399,383310,KOSDAQ,2.395,1212,1.158,458.0,에코프로에이치엔,화학,WATCH,0.59,0.047,-36.4,9.0,4.7,112.7,30.4,244.8,-14.1,-205.2,0,0
400,085620,KOSPI,2.393,1212,1.432,194.0,미래에셋생명,,,2.61,0.0785,-44.2,204.8,-8.2,707.6,40.6,196.0,-10.7,450.8,0,0
401,310210,KOSDAQ,2.39,1212,1.133,483.0,보로노이,지주·전문서비스,EXCLUDE,3.15,0.0565,-53.0,91.1,-5.5,185.1,-80.8,94.8,115.7,40.7,0,0
402,334890,KOSPI,2.39,1212,0.97,674.0,,,,0.24,0.0216,-26.7,-30.9,14.0,6.1,-0.0,-0.1,3.1,9.1,0,0
403,122640,KOSDAQ,2.39,1212,1.578,103.0,예스티,기계·장비,,0.65,0.0781,-24.1,51.1,32.7,455.8,-65.6,-21.0,23.6,90.5,0,0
404,344820,KOSPI,2.389,1212,0.849,796.0,KCC글라스,비금속광물(시멘트·유리),,0.37,0.0219,-33.7,-32.1,3.2,6.0,3.3,-13.1,-0.9,-29.8,0,0
405,159010,KOSDAQ,2.386,1212,1.851,13.0,아스플로,기계·장비,,0.24,0.0796,-21.1,300.8,18.7,29.8,-8.5,-2.4,12.4,67.3,0,0
406,192820,KOSPI,2.386,1212,0.743,877.0,코스맥스,화학,,2.02,0.0347,-36.9,-39.9,12.3,125.9,-31.7,-31.9,74.7,12.3,0,0
407,336260,KOSPI,2.386,1212,1.362,251.0,두산퓨얼셀,전기장비,EXCLUDE,3.43,0.0748,-48.5,248.3,-27.3,373.9,-438.9,-631.0,485.9,532.7,0,0
408,047040,KOSPI,2.385,1212,1.346,267.0,대우건설,건설,OBSERVE,7.43,0.0776,-51.3,413.0,-11.4,2357.8,105.1,-1217.8,90.5,-265.6,0,0
409,110990,KOSDAQ,2.382,1212,1.449,180.0,디아이티,기계·장비,WAIT,0.34,0.0562,-33.9,56.4,-6.2,35.1,-5.0,37.9,-2.9,-30.3,0,0
410,050890,KOSDAQ,2.38,1212,1.286,316.0,쏠리드,반도체·전자부품,OBSERVE,0.62,0.0549,-45.6,82.6,-18.3,148.2,22.5,261.8,12.9,-5.2,0,0
411,005690,KOSPI,2.372,1212,1.187,427.0,파미셀,반도체·전자부품,WATCH,0.72,0.0514,-41.0,23.8,-0.7,93.3,-28.8,40.3,47.2,-16.8,0,0
412,014830,KOSPI,2.371,1212,0.893,754.0,유니드,화학,WAIT,0.44,0.0309,-33.6,-26.0,0.8,14.5,9.3,-1.9,-11.9,-7.0,0,0
413,002220,KOSPI,2.363,1212,1.629,75.0,한일철강,철강·1차금속,OBSERVE,0.12,0.0491,-25.7,77.0,-16.8,14.5,-4.0,7.5,0.0,-0.6,0,0
414,243070,KOSDAQ,2.36,1212,1.276,327.0,휴온스,제약·바이오,,0.35,0.0482,-23.0,-4.8,9.5,7.6,0.9,-1.6,-0.2,-1.1,0,0
415,225570,KOSDAQ,2.36,1212,0.717,890.0,넥슨게임즈,출판·SW,EXCLUDE,0.58,0.0225,-41.0,-31.6,-9.5,14.4,10.1,11.0,-9.0,-28.6,0,0
416,000140,KOSPI,2.36,1212,0.99,650.0,하이트진로홀딩스,금융(은행),,0.19,0.0184,-29.4,-23.1,4.5,6.0,0.2,1.1,-0.0,-0.8,0,0
417,037710,KOSPI,2.358,1212,1.568,108.0,광주신세계,소매,,0.39,0.0675,-4.5,18.5,50.3,291.0,-39.2,-45.8,-7.9,-23.2,0,0
418,368770,KOSDAQ,2.357,1212,1.252,354.0,파이버프로,의료·정밀·광학,OBSERVE,0.44,0.0499,-50.0,133.2,-6.0,33.7,1.3,27.0,3.0,-3.6,0,0
419,011170,KOSPI,2.355,1212,1.066,564.0,롯데케미칼,화학,OBSERVE,2.73,0.0534,-45.8,19.2,-13.1,110.6,45.5,28.7,-50.3,18.9,0,0
420,249420,KOSPI,2.353,1212,0.897,751.0,일동제약,제약·바이오,WAIT,0.53,0.0353,-62.3,54.0,-5.7,21.9,15.8,101.8,0.7,5.1,0,0
421,210540,KOSPI,2.35,1212,1.168,447.0,디와이파워,기계·장비,,0.13,0.0263,-29.1,-7.0,-1.6,8.1,-0.6,8.3,0.3,-36.9,0,0
422,001820,KOSPI,2.348,1212,1.545,117.0,삼화콘덴서,반도체·전자부품,OBSERVE,1.17,0.1007,-40.7,307.3,3.2,1597.6,-347.0,-66.5,95.0,61.1,0,0
423,217730,KOSDAQ,2.346,1212,1.414,208.0,강스템바이오텍,제약·바이오,,0.26,0.0517,-40.6,102.1,12.5,13.9,-7.2,1.9,0.1,-0.2,0,0
424,281740,KOSDAQ,2.346,1212,0.993,647.0,레이크머티리얼즈,화학,WATCH,0.86,0.0441,-52.4,37.4,-12.5,77.7,-0.4,177.0,9.7,-135.6,0,0
425,404990,KOSPI,2.345,1212,1.248,358.0,,,,0.23,0.041,-24.7,-4.4,12.1,13.6,1.7,-6.6,2.7,65.7,0,0
426,013120,KOSDAQ,2.342,1212,1.261,342.0,동원개발,건설,,0.28,0.0449,-13.7,-13.5,33.5,68.4,-5.0,-10.3,-2.7,-3.1,0,0
427,035720,KOSPI,2.341,1212,0.491,1047.0,카카오,IT서비스,WATCH,15.77,0.0283,-48.7,-42.8,-7.8,684.5,191.5,87.1,256.8,-53.6,0,0
428,033240,KOSPI,2.34,1212,1.221,387.0,자화전자,반도체·전자부품,WATCH,0.58,0.0527,-51.6,132.8,-18.0,39.3,-6.7,86.9,-10.5,-75.1,0,0
429,183300,KOSDAQ,2.34,1212,1.426,197.0,코미코,기계·장비,,1.59,0.0786,-44.3,196.2,-18.6,297.6,87.8,701.1,-96.3,-642.0,0,0
430,004150,KOSPI,2.337,1212,1.371,240.0,한솔홀딩스,금융(은행),WATCH,0.13,0.0385,-25.8,13.3,-10.7,8.7,0.8,-5.0,0.1,2.1,0,0
431,003240,KOSPI,2.333,1212,0.702,898.0,태광산업,화학,,0.94,0.0302,-46.3,-20.6,2.6,21.5,-9.8,-8.1,6.1,-28.0,0,0
432,144960,KOSDAQ,2.331,1212,1.611,84.0,뉴파워프라즈마,기계·장비,,0.38,0.0744,-24.3,63.2,12.7,66.8,-30.7,50.4,4.7,-54.3,0,0
433,066575,KOSPI,2.33,1212,1.421,203.0,LG전자우,,,1.21,0.0756,-43.6,158.1,-18.7,158.1,72.2,481.9,-12.7,19.8,0,0
434,123410,KOSDAQ,2.326,1212,1.246,363.0,코리아에프티,자동차·부품,,0.16,0.036,-39.4,31.0,-3.4,8.8,-1.0,-9.6,6.6,-0.8,0,0
435,035810,KOSDAQ,2.326,1212,0.923,721.0,이지홀딩스,식료품,WAIT,0.28,0.0271,-49.9,12.9,1.5,12.0,4.2,-12.6,-0.1,7.9,0,0
436,232140,KOSDAQ,2.324,1212,1.08,549.0,와이씨,기계·장비,OBSERVE,0.96,0.0505,-50.7,46.7,-10.8,113.7,-32.7,219.8,9.3,-292.2,0,0
437,010060,KOSPI,2.323,1212,1.376,236.0,OCI홀딩스,금융(은행),OBSERVE,3.71,0.088,-48.8,308.3,-24.4,733.6,-277.7,306.2,123.4,-478.4,0,0
438,095660,KOSDAQ,2.322,1212,0.791,846.0,네오위즈,출판·SW,,0.4,0.0248,-40.5,-23.9,-1.8,15.8,6.2,17.0,3.9,-11.3,0,0
439,039440,KOSDAQ,2.32,1212,1.371,241.0,에스티아이,기계·장비,WAIT,0.41,0.0579,-34.8,40.4,7.2,51.6,17.7,65.3,19.6,3.0,0,0
440,067900,KOSDAQ,2.319,1212,1.206,405.0,와이엔텍,수도·환경,,0.12,0.0288,-20.3,-13.7,9.1,12.5,2.2,-6.3,-0.5,-1.4,0,0
441,286940,KOSPI,2.319,1212,1.015,621.0,롯데이노베이트,IT서비스,WAIT,0.26,0.0333,-30.3,-19.3,-12.1,5.1,0.6,-10.6,0.1,-3.5,0,0
442,066570,KOSPI,2.313,1212,1.286,315.0,LG전자,반도체·전자부품,WATCH,30.25,0.0885,-52.7,297.6,-30.7,4813.3,415.2,-1300.6,156.0,-178.2,0,0
443,051600,KOSPI,2.312,1212,0.952,692.0,한전KPS,건설,WAIT,2.04,0.0482,-32.8,-20.8,-1.2,91.9,-22.3,-117.4,21.6,-22.9,0,0
444,060250,KOSDAQ,2.312,1212,1.089,538.0,NHN KCP,금융보조,WAIT,0.52,0.0462,-45.5,22.8,-12.1,39.6,8.7,108.1,6.2,-34.3,0,0
445,088260,KOSPI,2.312,1212,0.977,662.0,,,,0.22,0.0264,-35.5,-14.1,-9.5,21.4,-6.7,68.2,8.3,-190.6,0,0
446,006805,KOSPI,2.311,1212,1.343,269.0,미래에셋증권우,,,0.22,0.0473,-42.2,75.4,10.6,21.9,-11.5,-29.8,45.5,99.7,0,0
447,137310,KOSPI,2.311,1212,0.715,892.0,에스디바이오센서,의료·정밀·광학,OBSERVE,0.79,0.0314,-40.2,-35.0,-3.5,7.7,2.5,6.6,1.2,-1.9,0,0
448,119610,KOSDAQ,2.311,1212,1.248,357.0,인터로조,의료·정밀·광학,WATCH,0.18,0.0384,-30.9,8.2,-4.7,12.7,0.3,-19.2,-9.5,-27.2,0,0
449,352820,KOSPI,2.31,1212,0.595,984.0,하이브,미디어·엔터,,9.27,0.0357,-46.8,-33.0,8.9,574.1,-435.3,-171.4,634.0,810.4,0,0
450,071970,KOSPI,2.307,1212,1.071,557.0,HD현대마린엔진,기계·장비,,2.14,0.055,-45.3,18.3,5.7,145.8,-287.0,-330.4,245.5,247.5,0,0
451,950190,KOSDAQ,2.307,1212,1.138,473.0,고스트스튜디오,출판·SW,,0.12,0.0261,-14.9,-25.0,16.4,5.6,8.4,36.5,0.1,-1.3,0,0
452,036200,KOSDAQ,2.306,1212,1.532,125.0,유니셈,기계·장비,WATCH,0.28,0.0621,-29.9,62.8,1.6,43.9,5.8,45.2,24.8,16.1,0,0
453,214370,KOSDAQ,2.305,1212,1.136,479.0,케어젠,제약·바이오,WAIT,3.51,0.0623,-56.5,138.7,-4.3,69.9,-36.1,64.4,62.8,59.6,0,0
454,272110,KOSDAQ,2.302,1212,1.423,201.0,케이엔제이,반도체·전자부품,WATCH,0.22,0.0513,-37.0,67.4,-9.0,41.2,-11.2,-34.8,-5.9,23.4,0,0
455,075580,KOSPI,2.299,1212,0.971,673.0,세진중공업,조선·기타운송,WAIT,0.76,0.0444,-49.0,17.2,5.7,25.0,-19.0,-82.2,15.9,137.6,0,0
456,257720,KOSDAQ,2.296,1212,0.691,905.0,실리콘투,도매,,2.45,0.0368,-39.5,-41.0,13.0,189.9,-1.4,87.2,74.7,16.9,0,0
457,005960,KOSPI,2.294,1212,1.328,282.0,동부건설,건설,,0.16,0.0424,-30.6,17.4,22.5,7.6,-2.8,-4.8,1.8,-3.2,0,0
458,365340,KOSDAQ,2.294,1212,1.018,620.0,성일하이텍,화학,EXCLUDE,0.49,0.0427,-54.7,52.0,-23.6,38.5,7.2,234.4,-16.2,-300.7,0,0
459,114810,KOSDAQ,2.292,1212,1.333,275.0,한솔아이원스,기계·장비,WAIT,0.35,0.0547,-36.5,40.0,8.0,43.7,-15.5,-52.4,-2.4,54.4,0,0
460,051905,KOSPI,2.291,1212,0.929,715.0,LG생활건강우,,,0.2,0.0205,-30.7,-28.1,-2.9,7.3,2.6,15.6,0.5,2.4,0,0
461,454910,KOSPI,2.285,1212,1.223,386.0,두산로보틱스,기계·장비,EXCLUDE,5.35,0.0732,-50.5,112.6,-35.1,850.9,-53.2,-1679.5,181.7,292.3,0,0
462,001230,KOSPI,2.283,1212,1.126,496.0,동국홀딩스,금융(은행),WATCH,0.26,0.0403,-33.6,-2.4,-0.1,14.2,0.2,-11.4,-0.2,0.8,0,0
