rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
623,397030,KOSDAQ,1.832,1076,0.907,643.0,에이프릴바이오,지주·전문서비스,0.72,0.0735,-58.2,21.7,12.3,48.3,-40.8,16.3,38.5,12.3,0,0
624,389470,KOSDAQ,1.832,1076,0.721,767.0,인벤티지랩,지주·전문서비스,0.45,0.0529,-66.2,11.5,-8.8,15.1,7.7,69.4,-4.2,2.2,0,0
625,033790,KOSDAQ,1.83,1076,0.875,666.0,피노,전기장비,0.56,0.0663,-63.6,35.0,11.6,31.0,-48.1,-62.0,0.2,1.1,0,0
626,092790,KOSPI,1.829,1076,0.748,753.0,넥스틸,철강·1차금속,0.33,0.0499,-41.1,-33.9,17.0,60.3,-43.9,-47.0,1.5,10.6,0,0
627,388210,KOSDAQ,1.826,1076,0.839,695.0,씨엠티엑스,반도체·전자부품,0.77,0.0688,-51.3,,-5.8,53.5,-9.5,-122.5,4.0,73.5,0,0
628,448900,KOSDAQ,1.825,1076,1.164,410.0,한국피아이엠,자동차·부품,0.43,0.0906,-58.7,268.3,37.1,68.0,-31.6,-148.8,68.4,137.1,0,0
629,091970,KOSDAQ,1.824,1076,1.582,98.0,LSK아이로봇,고무·플라스틱,0.03,0.0748,-19.3,21.5,15.8,6.6,-1.2,1.1,0.0,-0.0,0,0
630,017180,KOSPI,1.823,1076,0.875,665.0,명문제약,제약·바이오,0.04,0.0289,-38.4,-25.7,-3.2,14.3,0.2,-2.8,0.0,0.0,0,0
631,162300,KOSDAQ,1.823,1076,1.147,430.0,신스틸,철강·1차금속,0.08,0.0513,-10.9,-31.2,28.3,18.2,-0.7,-1.0,0.0,0.0,0,0
632,033640,KOSDAQ,1.821,1076,1.099,482.0,네패스,반도체·전자부품,0.39,0.0793,-56.2,77.1,-22.6,28.3,-5.7,9.0,0.1,-21.2,0,0
633,147830,KOSDAQ,1.806,1076,0.978,580.0,제룡산업,금속가공,0.14,0.0496,-49.2,6.2,1.5,12.7,-3.3,-5.8,0.3,0.3,0,0
634,450080,KOSPI,1.806,1076,0.457,934.0,에코프로머티,전기장비,2.77,0.0558,-54.7,-32.8,2.8,131.4,-16.9,-21.0,-3.0,-3.7,0,0
635,002030,KOSPI,1.805,1076,0.496,911.0,아세아,엔지니어링,0.41,0.0397,-50.3,-39.5,10.3,10.6,-4.1,-14.1,4.7,14.6,0,0
636,098120,KOSDAQ,1.803,1076,1.192,386.0,마이크로컨텍솔,반도체·전자부품,0.21,0.0722,-35.4,-2.1,7.3,14.0,-5.5,-27.8,0.6,0.6,0,0
637,323280,KOSDAQ,1.802,1076,0.929,622.0,태성,기계·장비,1.39,0.0886,-49.1,-1.0,17.4,126.6,-164.0,-138.0,-14.6,-11.6,0,0
638,417500,KOSDAQ,1.802,1076,1.222,366.0,제이아이테크,화학,0.13,0.0646,-32.4,-6.5,22.0,5.7,3.4,2.8,0.0,-0.0,0,0
639,100790,KOSDAQ,1.801,1076,0.952,602.0,미래에셋벤처투자,금융(은행),0.87,0.083,-75.7,130.6,-1.8,72.1,-7.2,39.0,-0.0,4.9,0,0
640,204270,KOSDAQ,1.794,1076,0.883,659.0,제이앤티씨,반도체·전자부품,0.89,0.0774,-47.7,-9.2,-13.5,46.2,-0.3,-6.9,2.8,10.9,0,0
641,003010,KOSPI,1.79,1076,1.143,436.0,혜인,도매,0.08,0.0518,-26.2,-18.7,33.1,35.7,-6.1,-1.4,2.4,2.4,0,0
642,003570,KOSPI,1.788,1076,0.398,951.0,SNT다이내믹스,자동차·부품,1.09,0.0455,-56.1,-36.2,-2.2,21.8,35.0,60.5,-36.8,-43.2,0,0
643,295310,KOSDAQ,1.788,1076,1.028,541.0,에이치브이엠,철강·1차금속,0.67,0.0912,-58.7,61.8,15.8,65.3,-166.3,-140.1,101.2,96.3,0,0
644,241520,KOSDAQ,1.787,1076,0.942,613.0,DSC인베스트먼트,금융(은행),0.22,0.0568,-54.7,17.4,-2.0,14.6,-0.1,18.8,0.1,1.4,0,0
645,034230,KOSPI,1.781,1076,0.382,960.0,파라다이스,예술·스포츠,0.91,0.044,-58.4,-33.7,-22.3,78.0,27.1,331.5,-44.6,-541.7,0,0
646,126640,KOSDAQ,1.775,1076,1.492,150.0,화신정공,자동차·부품,0.14,0.1066,-41.7,185.2,2.6,53.4,-15.7,-44.5,-0.0,-0.0,0,0
647,107640,KOSDAQ,1.773,1076,0.831,701.0,한중엔시에스,전기장비,0.34,0.0592,-48.8,-11.2,17.6,25.1,13.0,56.8,-17.7,-69.7,0,0
648,018000,KOSDAQ,1.771,1076,0.779,736.0,유니슨,기계·장비,0.26,0.0505,-40.5,-31.4,7.5,18.0,-1.6,3.1,-0.1,-0.2,0,0
649,061090,KOSDAQ,1.769,1076,1.07,510.0,세나테크놀로지,반도체·전자부품,0.26,0.0699,-40.7,,4.4,18.9,6.7,31.6,-2.7,-1.0,0,0
650,002700,KOSPI,1.768,1076,0.996,567.0,신일전자,도매,0.07,0.0427,-31.0,-26.6,-5.4,94.2,-5.4,-15.7,0.0,-1.3,0,0
651,950160,KOSDAQ,1.757,1076,0.922,634.0,코오롱티슈진,제약·바이오,1.64,0.1018,-86.1,121.9,-78.5,829.1,-235.9,172.3,-11.4,-207.0,0,0
652,012610,KOSPI,1.751,1076,0.833,700.0,경인양행,화학,0.13,0.043,-47.9,-13.1,1.8,6.2,1.3,-6.0,0.0,0.4,0,0
653,232140,KOSDAQ,1.751,1076,0.668,799.0,와이씨,기계·장비,0.84,0.0634,-56.9,-11.0,-5.2,64.5,-5.9,-23.8,-0.5,-17.8,0,0
654,090460,KOSPI,1.749,1076,0.846,690.0,비에이치,반도체·전자부품,0.52,0.0692,-61.4,20.4,-20.1,65.3,-0.2,-22.0,-60.6,-130.2,0,0
655,024840,KOSDAQ,1.748,1076,1.351,246.0,KBI메탈,철강·1차금속,0.23,0.1145,-46.9,120.1,7.3,225.9,27.6,35.3,2.9,3.0,0,0
656,056080,KOSDAQ,1.748,1076,0.732,761.0,유진로봇,기계·장비,0.51,0.0612,-71.0,17.7,-0.7,50.8,-29.0,62.8,3.9,20.7,0,0
657,330860,KOSDAQ,1.742,1076,1.194,383.0,네패스아크,전문서비스,0.33,0.0965,-53.7,114.5,-32.8,68.5,-18.3,47.7,1.6,-95.0,0,0
658,290690,KOSDAQ,1.739,1076,1.24,354.0,아리바이오홀딩스,전기장비,0.22,0.0839,-29.9,-7.6,-16.9,35.4,-0.7,-2.4,0.0,0.1,0,0
659,036810,KOSDAQ,1.738,1076,0.765,743.0,에프에스티,반도체·전자부품,0.49,0.0635,-54.0,-7.6,-0.2,21.5,4.2,25.5,-21.3,-45.4,0,0
660,144510,KOSDAQ,1.737,1076,0.68,793.0,지씨셀,전문서비스,0.24,0.045,-44.2,-33.9,9.1,6.9,1.9,2.8,0.1,0.2,0,0
661,336370,KOSPI,1.73,1076,0.761,747.0,솔루스첨단소재,반도체·전자부품,0.54,0.0649,-52.1,-11.3,-2.0,10.2,-2.3,-12.6,0.6,-18.3,0,0
662,234340,KOSDAQ,1.729,1076,0.814,712.0,헥토파이낸셜,금융보조,0.29,0.0572,-48.5,-14.0,15.1,49.4,-4.2,-25.2,2.9,-16.2,0,0
663,126340,KOSDAQ,1.727,1076,1.05,520.0,비나텍,전기장비,0.51,0.095,-63.6,141.9,-1.8,76.0,-72.2,-79.4,45.4,5.4,0,0
664,042370,KOSDAQ,1.725,1076,0.764,745.0,비츠로테크,금융(은행),0.24,0.0507,-54.9,-5.4,4.3,12.3,6.2,-0.1,0.0,0.0,0,0
665,307180,KOSDAQ,1.723,1076,1.128,450.0,아이엘,전기장비,0.16,0.0677,-53.5,59.2,2.8,16.0,-1.1,-16.3,0.1,-0.4,0,0
666,493280,KOSDAQ,1.722,1076,,,아이엠바이오로직스,지주·전문서비스,0.29,0.0701,,,-10.5,13.1,-3.8,25.6,1.6,-4.2,0,0
667,001780,KOSPI,1.721,1076,0.636,826.0,알루코,철강·1차금속,0.18,0.0384,-46.4,-32.9,10.2,6.4,-0.6,0.8,-0.0,-1.7,0,0
668,441270,KOSDAQ,1.721,1076,0.805,720.0,파인엠텍,반도체·전자부품,0.39,0.0634,-33.8,-45.3,41.6,22.6,-20.3,-39.7,17.8,22.0,0,0
669,304360,KOSDAQ,1.719,1076,0.934,618.0,에스바이오메딕스,제약·바이오,0.26,0.0642,-47.7,-4.0,5.2,6.4,-1.1,6.9,-0.3,-0.5,0,0
670,026910,KOSDAQ,1.718,1076,1.592,94.0,광진실업,철강·1차금속,0.04,0.0883,-32.0,72.0,-2.0,6.9,0.1,-4.6,0.0,-0.0,0,0
671,328130,KOSDAQ,1.718,1076,0.474,928.0,루닛,출판·SW,0.88,0.0535,-48.8,-50.9,8.7,30.6,-14.2,-34.5,3.4,12.9,0,0
672,099440,KOSDAQ,1.712,1076,0.628,832.0,스맥,기계·장비,0.28,0.0455,-48.7,-29.2,46.0,27.5,0.8,-53.6,-0.2,-4.1,0,0
673,215600,KOSDAQ,1.711,1076,0.485,922.0,신라젠,지주·전문서비스,0.32,0.0402,-54.3,-30.5,2.0,10.0,2.1,13.2,0.0,-0.0,0,0
674,214430,KOSDAQ,1.705,1076,0.598,851.0,아이쓰리시스템,반도체·전자부품,0.54,0.0563,-42.8,-51.4,23.0,22.3,1.0,29.4,-2.8,-36.8,0,0
675,004710,KOSPI,1.701,1076,1.1,479.0,한솔테크닉스,반도체·전자부품,0.39,0.0984,-52.3,43.3,-19.6,82.1,-10.1,-17.2,3.5,7.1,0,0
676,001260,KOSPI,1.696,1076,1.335,261.0,남광토건,건설,0.08,0.0708,-35.2,15.6,-26.8,8.8,2.9,2.9,0.0,-0.0,0,0
677,445680,KOSDAQ,1.693,1076,0.619,836.0,큐리옥스바이오시스템즈,의료·정밀·광학,0.73,0.0627,-69.4,1.8,0.5,38.4,0.0,-13.2,5.5,22.6,0,0
678,425420,KOSDAQ,1.693,1076,0.849,689.0,티에프이,반도체·전자부품,0.41,0.0693,-55.5,7.0,-17.1,22.6,-3.6,28.2,2.0,19.7,0,0
679,079960,KOSDAQ,1.692,1076,0.765,744.0,동양이엔피,전기장비,0.16,0.045,-44.1,-25.7,0.5,6.0,1.1,10.5,-0.0,0.9,0,0
680,330350,KOSDAQ,1.691,1076,1.005,563.0,위더스제약,제약·바이오,0.1,0.0524,-39.3,-14.3,9.8,14.3,4.8,-1.2,0.0,-1.0,0,0
681,311320,KOSDAQ,1.689,1076,1.408,199.0,지오엘리먼트,반도체·전자부품,0.09,0.0815,-36.2,35.4,-31.7,5.3,-0.8,-4.3,-0.9,-6.1,0,0
682,092190,KOSDAQ,1.687,1076,1.079,499.0,서울바이오시스,반도체·전자부품,0.33,0.0862,-59.5,109.1,7.2,10.9,-11.8,-17.3,0.0,0.0,0,0
683,039860,KOSDAQ,1.686,1076,0.988,573.0,나노엔텍,의료·정밀·광학,0.15,0.0598,-47.3,1.7,8.7,27.3,2.0,-3.4,0.0,-0.0,0,0
684,053690,KOSPI,1.686,1076,0.933,619.0,한미글로벌,연구개발,0.21,0.0616,-41.8,-15.3,13.0,25.5,7.7,2.5,0.2,5.6,0,0
685,393890,KOSDAQ,1.684,1076,0.833,699.0,더블유씨피,전기장비,0.29,0.0614,-59.0,13.0,-5.3,13.4,-16.1,-22.4,7.2,2.1,0,0
686,161580,KOSDAQ,1.683,1076,0.645,817.0,필옵틱스,기계·장비,0.65,0.0635,-56.0,-13.6,-10.6,33.1,-5.9,8.7,5.4,11.9,0,0
687,011500,KOSPI,1.683,1076,0.722,766.0,한농화성,화학,0.21,0.048,-49.1,-19.8,5.6,9.2,-3.3,7.6,0.2,0.3,0,0
688,003030,KOSPI,1.681,1076,0.331,984.0,세아제강지주,금융(은행),0.47,0.0395,-54.9,-51.7,8.2,31.2,6.0,24.9,-18.0,-43.6,0,0
689,003780,KOSPI,1.68,1076,0.717,769.0,진양산업,고무·플라스틱,0.05,0.0287,-50.8,-16.8,-19.5,5.8,-0.5,2.6,-0.3,-0.1,0,0
690,041920,KOSDAQ,1.677,1076,0.919,637.0,메디아나,의료·정밀·광학,0.18,0.0586,-66.1,57.6,-5.6,9.1,-3.3,19.1,0.0,0.6,0,0
691,004090,KOSPI,1.676,1076,0.489,918.0,한국석유,비금속광물(시멘트·유리),0.14,0.0261,-61.8,-18.6,-5.8,48.7,5.1,13.9,0.0,0.0,0,0
692,049630,KOSDAQ,1.676,1076,0.844,692.0,재영솔루텍,의료·정밀·광학,0.15,0.0509,-81.8,59.1,-2.4,11.5,1.3,18.0,0.0,-0.0,0,0
693,046940,KOSDAQ,1.675,1076,1.071,508.0,우원개발,건설,0.05,0.0518,-50.2,23.2,-16.4,6.1,0.6,-0.1,-0.1,0.1,0,0
694,128820,KOSPI,1.673,1076,0.603,846.0,대성산업,소매,0.2,0.0409,-62.7,-8.4,3.3,6.8,1.0,10.9,0.3,0.4,0,0
695,900290,KOSDAQ,1.671,1076,0.828,704.0,GRT,금융(은행),0.29,0.063,-49.4,-11.1,32.1,21.7,6.0,-31.6,0.1,-9.0,0,0
696,289080,KOSDAQ,1.67,1076,0.905,645.0,SV인베스트먼트,금융(은행),0.13,0.0521,-53.5,8.0,12.7,5.3,-0.6,-5.4,0.0,0.0,0,0
697,012860,KOSDAQ,1.669,1076,1.006,562.0,모베이스전자,자동차·부품,0.18,0.0646,-59.2,55.5,0.8,10.3,4.5,5.1,-0.0,-0.1,0,0
698,027360,KOSDAQ,1.667,1076,0.859,679.0,아주IB투자,금융(은행),0.44,0.0738,-80.6,65.7,-10.0,49.4,-5.3,11.2,-0.0,1.6,0,0
699,200470,KOSDAQ,1.663,1076,1.138,442.0,에이팩트,반도체·전자부품,0.23,0.082,-56.3,115.2,-5.6,34.7,-12.2,-90.2,-1.4,-6.1,0,0
700,249420,KOSPI,1.661,1076,0.34,982.0,일동제약,제약·바이오,0.5,0.0419,-64.1,-29.3,3.2,14.6,2.2,32.9,0.6,-7.5,0,0
701,088130,KOSDAQ,1.66,1076,0.974,585.0,동아엘텍,기계·장비,0.1,0.0528,-62.0,57.7,6.7,5.4,4.7,15.3,0.0,-0.1,0,0
702,018470,KOSPI,1.66,1076,0.544,879.0,조일알미늄,철강·1차금속,0.13,0.0313,-46.7,-44.0,11.6,11.9,-2.3,2.6,0.1,10.8,0,0
703,264850,KOSDAQ,1.659,1076,1.159,417.0,이랜시스,반도체·전자부품,0.2,0.0809,-25.0,-18.7,66.1,170.1,-5.8,-26.1,-0.1,-1.1,0,0
704,000520,KOSPI,1.655,1076,0.696,781.0,삼일제약,제약·바이오,0.16,0.0432,-40.9,-40.7,15.8,9.2,2.5,5.0,0.0,-1.0,0,0
705,049480,KOSDAQ,1.655,1076,0.843,693.0,오픈베이스,IT서비스,0.06,0.0402,-45.6,-16.0,-1.1,5.3,3.1,6.1,0.0,0.0,0,0
706,009070,KOSPI,1.654,1076,0.59,854.0,KCTC,운수·물류,0.12,0.0337,-49.2,-31.6,-0.7,5.4,2.0,12.4,0.2,0.5,0,0
707,002780,KOSPI,1.653,1076,1.116,463.0,진흥기업,건설,0.12,0.0651,-44.7,10.2,-6.8,15.3,6.4,9.1,0.1,0.2,0,0
708,035890,KOSDAQ,1.648,1076,0.613,840.0,서희건설,건설,0.42,0.0569,-43.9,-43.3,-3.1,5.9,0.2,-1.2,1.9,15.7,0,0
709,086890,KOSDAQ,1.645,1076,0.697,780.0,이수앱지스,제약·바이오,0.14,0.0427,-43.0,-34.9,2.4,9.0,-0.8,-3.8,0.4,0.5,0,0
710,477850,KOSDAQ,1.645,1076,,,마키나락스,출판·SW,0.58,0.1384,,,11.0,776.6,125.6,260.6,5.4,-81.9,0,0
711,297890,KOSDAQ,1.644,1076,0.817,710.0,HB솔루션,기계·장비,0.13,0.0483,-38.6,-31.0,4.9,7.5,2.5,4.1,0.5,0.6,0,0
712,040350,KOSDAQ,1.642,1076,1.363,234.0,크레오에스지,IT서비스,0.14,0.1036,-42.0,56.5,-20.7,6.8,-4.2,-8.6,-0.2,-0.2,0,0
713,124500,KOSDAQ,1.641,1076,0.73,762.0,아이티센글로벌,IT서비스,0.61,0.0711,-63.2,7.5,24.5,49.9,-32.3,-49.9,0.2,13.7,0,0
714,084990,KOSDAQ,1.64,1076,0.851,685.0,헬릭스미스,지주·전문서비스,0.17,0.0552,-62.1,23.4,-5.2,5.4,1.8,16.3,0.1,0.0,0,0
715,047770,KOSDAQ,1.64,1076,1.167,408.0,코데즈컴바인,의복,0.1,0.0672,-50.8,54.4,-4.4,21.8,7.8,9.6,-0.0,-0.0,0,0
716,452430,KOSDAQ,1.638,1076,0.987,574.0,사피엔반도체,반도체·전자부품,0.24,0.0719,-45.1,-5.2,-6.1,9.5,-5.1,-17.3,-2.8,0.4,0,0
717,228760,KOSDAQ,1.637,1076,0.493,916.0,지노믹트리,지주·전문서비스,0.33,0.0455,-58.0,-24.1,21.0,13.2,5.6,-10.0,-0.0,0.2,0,0
718,137950,KOSDAQ,1.637,1076,0.724,765.0,제이씨케미칼,화학,0.07,0.0353,-42.6,-32.2,17.5,6.2,-8.6,-4.3,0.2,0.2,0,0
719,079900,KOSPI,1.636,1076,0.52,895.0,전진건설로봇,기계·장비,0.5,0.0547,-52.7,-30.4,-2.7,14.2,-17.7,18.9,1.0,-2.9,0,0
720,058730,KOSPI,1.623,1076,1.496,147.0,다스코,금속가공,0.07,0.0991,-36.6,66.7,-34.2,183.3,-1.1,-4.5,0.2,-12.8,0,0
721,059120,KOSDAQ,1.622,1076,1.18,394.0,아진엑스텍,반도체·전자부품,0.13,0.0744,-48.9,44.4,33.6,111.1,-17.5,-61.2,0.0,-0.0,0,0
722,005420,KOSPI,1.621,1076,0.511,899.0,코스모화학,화학,0.41,0.052,-48.8,-43.2,7.5,12.6,2.4,9.1,4.5,8.7,0,0
723,010690,KOSPI,1.621,1076,0.982,577.0,화신,자동차·부품,0.3,0.0791,-44.8,-6.4,-1.4,27.3,4.1,24.8,3.8,-6.6,0,0
724,340810,KOSDAQ,1.62,1076,0.993,571.0,시선AI,출판·SW,0.05,0.0488,-19.5,-42.8,41.5,14.1,0.8,2.0,0.1,0.1,0,0
725,046120,KOSDAQ,1.62,1076,0.822,705.0,오르비텍,연구개발,0.17,0.0549,-64.3,22.7,-0.5,11.4,-11.1,22.2,8.6,-21.5,0,0
726,069540,KOSDAQ,1.617,1076,1.067,513.0,빛과전자,반도체·전자부품,0.35,0.1038,-55.4,53.6,34.0,494.6,19.2,-154.4,0.0,-0.5,0,0
727,187870,KOSDAQ,1.617,1076,1.17,406.0,디바이스,기계·장비,0.17,0.0813,-55.6,131.7,-9.5,14.3,-2.4,16.9,-3.3,-45.3,0,0
728,378340,KOSDAQ,1.61,1076,0.738,758.0,필에너지,기계·장비,0.24,0.0568,-49.6,-17.7,-4.8,5.6,-0.9,6.1,0.0,0.0,0,0
729,372320,KOSDAQ,1.61,1076,0.527,891.0,큐로셀,지주·전문서비스,0.42,0.0542,-57.3,-21.9,5.7,9.6,2.7,21.9,1.0,-4.1,0,0
730,190510,KOSDAQ,1.609,1076,0.821,706.0,나무가,반도체·전자부품,0.2,0.0579,-48.3,-13.5,6.0,7.5,-0.5,-14.0,6.3,33.6,0,0
731,008350,KOSPI,1.608,1076,0.487,920.0,남선알미늄,철강·1차금속,0.14,0.0316,-65.8,-15.1,-1.6,13.3,5.1,16.3,-0.3,-1.1,0,0
732,376900,KOSDAQ,1.608,1076,0.942,614.0,로킷헬스케어,제약·바이오,0.56,0.1025,-76.3,121.8,-4.5,178.2,-5.2,-4.3,-32.5,-28.7,0,0
733,065450,KOSDAQ,1.607,1076,0.558,874.0,빅텍,의료·정밀·광학,0.09,0.029,-52.8,-26.6,-4.6,10.0,-0.6,1.4,0.0,0.0,0,0
734,046970,KOSDAQ,1.603,1076,1.075,500.0,우리로,도매,0.22,0.0806,-64.6,260.1,0.8,40.5,-31.3,-21.0,-3.0,-1.7,0,0
735,203650,KOSDAQ,1.598,1076,0.947,607.0,드림시큐리티,출판·SW,0.21,0.0687,-54.7,19.3,-8.3,30.7,-0.2,2.0,0.0,4.5,0,0
736,403850,KOSDAQ,1.597,1076,0.548,878.0,더핑크퐁컴퍼니,미디어·엔터,0.17,0.0401,-71.0,,12.3,6.8,1.7,8.9,5.9,9.7,0,0
737,005860,KOSDAQ,1.594,1076,0.636,824.0,한일사료,식료품,0.1,0.0368,-45.1,-37.4,2.7,108.8,6.4,-39.6,0.2,0.2,0,0
738,036170,KOSDAQ,1.594,1076,1.031,538.0,에이치엠넥스,반도체·전자부품,0.17,0.0705,-68.5,219.2,-12.8,9.5,-6.2,2.4,0.0,0.4,0,0
739,038880,KOSDAQ,1.585,1076,1.566,106.0,아이에이,,0.03,0.5115,-18.4,17.4,31.8,5.2,-0.1,-1.8,0.0,0.0,0,0
740,242040,KOSDAQ,1.583,1076,1.177,398.0,나무에이엑스,출판·SW,0.13,0.0794,-56.1,173.8,-12.8,14.6,-1.9,-1.2,0.0,-0.5,0,0
741,294630,KOSDAQ,1.576,1076,0.834,698.0,서남,전기장비,0.08,0.0458,-47.4,-13.8,11.0,8.2,4.3,4.6,-0.1,-0.1,0,0
742,340450,KOSDAQ,1.575,1076,0.648,814.0,지씨지놈,전문서비스,0.13,0.0424,-41.2,-47.3,14.7,5.7,3.6,2.3,0.1,5.7,0,0
743,474610,KOSDAQ,1.574,1076,1.098,485.0,RF시스템즈,금속가공,0.11,0.0685,-51.4,37.2,18.5,7.5,-1.4,0.5,1.4,1.2,0,0
744,246710,KOSDAQ,1.573,1076,0.816,711.0,티앤알바이오팹,제약·바이오,0.12,0.0522,-43.0,-23.3,21.1,10.8,0.2,1.0,0.9,0.3,0,0
745,282880,KOSDAQ,1.569,1076,0.709,776.0,코윈테크,기계·장비,0.12,0.0447,-49.9,-19.3,-0.5,5.2,-1.2,6.9,-0.2,1.7,0,0
746,317770,KOSDAQ,1.567,1076,0.803,721.0,엑스페릭스,반도체·전자부품,0.1,0.0474,-36.0,-38.0,10.7,7.1,2.5,5.4,-0.0,-0.0,0,0
747,067290,KOSDAQ,1.565,1076,1.28,324.0,JW신약,제약·바이오,0.12,0.0947,-28.3,-5.7,46.3,315.7,1.0,-19.6,-0.1,-0.5,0,0
748,066980,KOSDAQ,1.564,1076,1.371,229.0,한성크린텍,연구개발,0.08,0.0922,-41.7,56.8,-31.3,13.0,-1.3,-14.7,0.0,-12.9,0,0
749,052900,KOSDAQ,1.562,1076,1.217,368.0,KX하이텍,고무·플라스틱,0.09,0.0751,-44.2,25.8,-12.9,12.9,-0.1,-4.3,0.1,-8.0,0,0
750,078150,KOSDAQ,1.56,1076,0.776,738.0,HB테크놀러지,기계·장비,0.19,0.058,-58.4,4.7,0.2,14.2,-3.5,-17.4,-0.1,-0.1,0,0
751,119830,KOSDAQ,1.556,1076,0.944,610.0,아이텍,전문서비스,0.14,0.0639,-45.1,-8.8,-10.5,8.6,1.3,-13.5,-0.5,1.8,0,0
752,099430,KOSDAQ,1.556,1076,0.468,930.0,바이오플러스,제약·바이오,0.23,0.0424,-49.7,-48.0,-7.0,9.6,7.7,15.6,-0.1,-5.3,0,0
753,356680,KOSDAQ,1.554,1076,1.011,554.0,엑스게이트,출판·SW,0.34,0.1056,-56.4,43.7,-2.0,102.2,-36.2,-34.6,0.2,-0.1,0,0
754,460930,KOSDAQ,1.55,1076,0.483,924.0,현대힘스,조선·기타운송,0.55,0.0587,-49.6,-44.9,33.7,211.0,-23.2,-104.2,-0.4,-1.2,0,0
755,361610,KOSPI,1.548,1076,0.352,976.0,SK아이이테크놀로지,전기장비,1.26,0.0593,-55.0,-45.7,3.7,21.8,9.1,3.8,-6.0,-32.5,0,0
756,000440,KOSDAQ,1.546,1076,0.581,859.0,중앙에너비스,도매,0.08,0.0332,-62.6,-10.6,-12.2,11.2,4.1,6.1,0.0,0.2,0,0
757,314130,KOSDAQ,1.544,1076,0.953,601.0,지놈앤컴퍼니,제약·바이오,0.22,0.0745,-58.3,34.6,-2.3,17.3,-0.6,2.3,-0.2,0.0,0,0
758,192650,KOSPI,1.54,1076,0.711,774.0,드림텍,반도체·전자부품,0.32,0.0655,-43.3,-32.8,8.7,15.4,-2.0,-12.2,5.4,26.0,0,0
759,388790,KOSDAQ,1.539,1076,1.264,335.0,라이콤,반도체·전자부품,0.13,0.1029,-50.0,103.1,-9.6,29.3,-21.0,-49.5,10.0,9.3,0,0
760,002630,KOSPI,1.531,1076,0.975,584.0,오리엔트바이오,,0.06,0.0563,-24.5,-37.1,20.6,6.8,0.0,0.9,-0.2,-0.3,0,0
761,250060,KOSDAQ,1.531,1076,0.7,778.0,모비스,IT서비스,0.09,0.043,-62.0,1.8,7.5,5.6,4.6,8.4,0.0,-0.0,0,0
762,308080,KOSDAQ,1.53,1076,0.924,631.0,바이젠셀,지주·전문서비스,0.12,0.0614,-63.0,47.5,6.0,7.9,-1.0,3.4,0.0,-0.0,0,0
763,322510,KOSDAQ,1.529,1076,0.852,684.0,제이엘케이,출판·SW,0.15,0.0602,-37.1,-29.8,20.9,6.9,2.8,4.8,0.6,1.7,0,0
764,456160,KOSDAQ,1.527,1076,0.612,843.0,지투지바이오,제약·바이오,0.7,0.074,-64.4,,30.5,46.4,-87.5,-33.8,43.3,5.5,0,0
765,187790,KOSDAQ,1.525,1076,1.118,460.0,나노,화학,0.1,0.0728,-54.4,66.4,7.6,20.6,-2.2,-27.2,1.6,6.8,0,0
766,025320,KOSDAQ,1.524,1076,0.551,877.0,시노펙스,반도체·전자부품,0.38,0.0589,-48.6,-38.1,-3.4,27.5,-0.8,-15.4,0.6,11.3,0,0
767,002680,KOSDAQ,1.52,1076,1.514,136.0,한탑,,0.01,0.5115,-40.2,136.4,3.1,17.0,0.2,-1.1,0.0,0.1,0,0
768,051370,KOSDAQ,1.513,1076,0.601,848.0,인터플렉스,반도체·전자부품,0.17,0.0471,-50.5,-26.9,2.0,6.9,0.9,-9.7,0.7,-0.0,0,0
769,142210,KOSDAQ,1.51,1076,1.025,544.0,유니트론텍,도매,0.12,0.0694,-34.5,-19.1,1.1,7.8,4.8,1.8,-0.0,0.0,0,0
770,052710,KOSDAQ,1.51,1076,1.123,454.0,아모텍,반도체·전자부품,0.21,0.1029,-55.6,86.4,-21.7,57.7,27.1,47.4,-63.2,-127.8,0,0
771,100840,KOSPI,1.504,1076,0.32,989.0,SNT에너지,기계·장비,0.59,0.0522,-55.2,-53.0,9.5,32.2,-8.4,-16.0,9.6,20.8,0,0
772,037030,KOSDAQ,1.503,1076,0.935,617.0,파워넷,전기장비,0.1,0.0606,-61.2,43.7,-6.1,13.8,1.3,4.5,0.0,0.0,0,0
773,108860,KOSDAQ,1.502,1076,0.753,750.0,셀바스AI,출판·SW,0.29,0.0692,-34.9,-50.8,51.8,140.8,-23.6,-70.4,0.8,3.2,0,0
774,108380,KOSDAQ,1.5,1076,0.577,863.0,대양전기공업,조선·기타운송,0.17,0.0472,-47.2,-38.4,4.2,8.5,2.2,10.2,-0.4,0.7,0,0
775,092870,KOSDAQ,1.496,1076,0.978,581.0,엑시콘,기계·장비,0.22,0.0808,-59.1,46.8,-5.5,35.8,-11.0,-11.1,0.0,-33.6,0,0
776,456010,KOSDAQ,1.493,1076,0.971,587.0,아이씨티케이,반도체·전자부품,0.25,0.0872,-52.6,15.0,7.1,45.2,-10.2,-108.2,0.3,0.0,0,0
777,484590,KOSDAQ,1.49,1076,0.558,875.0,삼양컴텍,금속가공,0.27,0.0555,-69.6,,3.1,12.2,3.1,14.2,-0.2,3.8,0,0
